WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
diseases'.               1     4    10     8    46    47   238     3     3   -22       1
common                   1     4     6     6    39    46   234     3     3     7       6
diseases'.               1     4    10     8    49    47   213     6     6   -10       1
diseases'.               1     4    10     8    52    47   138     9     9    -3       1
this                     1     4     4     4    65    49   295     3     3   -13     293
was                      1     4     3     3    70    50   209     3     3    -5     383
only                     1     4     4     4    77    52   108     2     2    -7      97
possible                 1     5     8     8     4    53   242     4     4   -99      18
because                  1     5     7     7    17    55   187     0     0   -13      78
because                  1     5     7     7    24    55   228     7     7    -7      78
a                        1     5     1     1    32    58   165     0     0    -8    1434
job',                    1     5     5     3    42    60   112     0     0   -10      16
a                        1     5     1     1    33    58   227     1     1     9    1434
'put-up                  1     5     7     6    41    59   188     7     6    -8     -99
job',                    1     5     5     3    47    60   179     5     5    -6      16
according                1     5     9     9    55    61   238     7     7    -8      14
anti-abortion            1     5    13    13    68    64   352     3     3   -13     -99
anti-abortion            1     5    13    13    74    64   574     9     9    -6     -99
anti-abortion            1     5    13    13    77    64   143    12    12    -3     -99
*Off-screen              2   -99    13    13   -99   -99   130   -99   -99   -99     -99
lobby,                   2     1     6     5     4    65   247     4     4   -99       2
which                    2     1     5     5    11    66   221     4     4    -7     152
says                     2     1     4     4    16    67   254     3     3    -5      47
committee                2     1     9     9    24    69   321     2     2    -8       8
*Blink                   2   -99     9     9   -99   -99    90   -99   -99   -99     -99
committee                2     1     9     9    30    69   260     8     8   -99       8
packed                   2     1     6     6    38    71   271     2     2    -8       3
cloning's                2     1     9     9    49    73   214     1     1   -11     -99
with                     2     1     4     4    44    72   151     1     1     5     393
supporters.              2     1    11    10    60    74   252     2     2   -16       2
cloning's                2     1     9     9    51    73   255     3     3     9     -99
The                      2     1     3     3    74    75   476     0     0   -23    3511
conclusion               2     2    10    10     4    76   159     4     4   -99       7
*Blink                   2   -99    10    10   -99   -99   146   -99   -99   -99     -99
indeed                   2     2     6     6    16    78   243     2     2   -99      26
indeed                   2     2     6     6    16    78   150     2     2     0      26
unsurprising,            2     2    13    12    24    79   323     3     3    -8       1
indeed                   2     2     6     6    16    78   297     2     2     8      26
unsurprising,            2     2    13    12    26    79   289     5     5   -10       1
unsurprising,            2     2    13    12    24    79   168     3     3     2       1
for                      2     2     3     3    39    81   302     0     0   -15     519
different                2     2     9     9    50    83    54     5     5   -11      24
*Blink                   2   -99     9     9   -99   -99   237   -99   -99   -99     -99
for                      2     2     3     3    40    81   243     1     1   -99     519
for                      2     2     3     3    41    81   107     2     2    -1     519
reason:                  2     2     7     6    61    84   146     6     6   -20      11
reflects                 2     2     8     8    69    86   352     3     3    -8       2
the                      2     2     3     3    75    87   106     0     0    -6    3511
overwhelming             2     3    12    12     4    88   182     4     4   -99       2
*Blink                   2   -99    12    12   -99   -99    63   -99   -99   -99     -99
weight                   2     3     6     6    17    89    97     4     4   -99       7
*Blink                   2   -99     6     6   -99   -99    52   -99   -99   -99     -99
weight                   2     3     6     6    18    89   169     5     5   -99       7
weight                   2     3     6     6    16    89   277     3     3     2       7
current                  2     3     7     7    25    91   240     2     2    -9      15
medical                  2     3     7     7    33    92   212     2     2    -8      10
scientific               2     3    10    10    44    94   279     1     1   -11      14
opinion.                 2     3     8     7    56    95   459     2     2   -12       5
The                      2     3     3     3    64    96   543     1     1    -8    3511
cloning                  2     3     7     7    74    97   104     7     7   -10       6
been                     2     4     4     4     4   100   229     0     0   -99     178
thoroughly               2     4    10    10    15   102   169     1     1   -11       2
more                     2     4     4     4    10   101   243     1     1     5     168
thoroughly               2     4    10    10    16   102   195     2     2    -6       2
more                     2     4     4     4    10   101   190     1     1     6     168
been                     2     4     4     4     7   100   183     3     3     3     178
thoroughly               2     4    10    10    17   102   151     3     3   -10       2
been                     2     4     4     4     8   100   398     4     4     9     178
thoroughly               2     4    10    10    14   102   187     0     0    -6       2
thoroughly               2     4    10    10    21   102   365     7     7    -7       2
aired,                   2     4     6     5    28   103   217     3     3    -7       1
examined                 2     4     8     8    36   104   565     4     4    -8       1
examined                 2     4     8     8    35   104   163     3     3     1       1
debated                  2     4     7     7    47   106   273     2     2   -12       1
any                      2     4     3     3    58   108   235     0     0   -11      58
other                    2     4     5     5    63   109   179     1     1    -5      78
science                  2     4     7     7    72   111   436     1     1    -9      19
and                      2     5     3     3     3   112   220     3     3   -99    1283
recent                   2     5     6     6    20   115    66     4     4   -17      13
recent                   2     5     6     6    18   115    98     2     2     2      13
recent                   2     5     6     6    19   115   145     3     3    -1      13
years.                   2     5     6     5    25   116   237     2     2    -6     104
Official                 2     5     8     8    40   117   317     6     6   -15      10
reports                  2     5     7     7    47   118   188     4     4    -7       2
been                     2     5     4     4    57   120   176     1     1   -10     178
published                2     5     9     9    67   121   162     6     6   -10       8
the                      2     5     3     3    75   123   372     1     1    -8    3511
*Off-screen              3   -99     3     3   -99   -99   133   -99   -99   -99     -99
Human                    3     1     5     5     4   124   277     4     4   -99      25
Genetics                 3     1     8     8     9   125   244     3     3    -5       1
Human                    3     1     5     5     3   124   199     3     3     6      25
Genetics                 3     1     8     8    14   125   200     8     8   -11       1
Advisory                 3     1     8     8    19   126   266     4     4    -5       1
Commission,              3     1    11    10    27   127   419     3     3    -8       6
Human                    3     1     5     5    40   129   307     0     0   -13      25
Fertilisation            3     1    13    13    49   130   262     3     3    -9       2
Embryology               3     1    10    10    64   132   331     0     0   -15       3
Embryology               3     1    10    10    69   132   146     5     5    -5       3
Authority                3     2     9     9     2   133   112     2     2   -99       8
*Blink                   3   -99     9     9   -99   -99   108   -99   -99   -99     -99
(HFEA)                   3     2     6     4    10   134   243     0    -1   -99       6
Authority                3     2     9     9     5   133   127     5     5     5       8
(HFEA)                   3     2     6     4    15   134   201     5     4   -10       6
the                      3     2     3     3    23   136   198     2     2    -8    3511
Medical                  3     2     7     7    31   138   389     0     0    -8      10
Officer.                 3     2     8     7    46   139   187     7     7   -15       7
have                     3     2     4     4    55   141   324     3     3    -9     361
All                      3     2     3     3    50   140   225     2     2     5     167
have                     3     2     4     4    56   141   282     4     4    -6     361
cloning                  3     2     7     7    65   143   223     1     1    -9       6
for                      3     2     3     3    75   144   285     3     3   -10     519
cells                    3     3     5     5     2   146   222     2     2   -99       5
(the                     3     3     4     3    10   147   239     4     3    -8    3511
master                   3     3     6     6    19   149   381     1     1    -9       3
body's                   3     3     6     6    12   148   269     1     1     7     -99
master                   3     3     6     6    20   149   661     2     2    -8       3
cloned                   3     3     6     6    37   152   345     0     0   -17       3
embryos                  3     3     7     7    46   153   273     2     2    -9       2
cloned                   3     3     6     6    55   155   289     0     0    -9       3
adult                    3     3     5     5    65   156   151     3     3   -10       6
cells                    3     3     5     5    70   157   396     2     2    -5       5
produce                  3     4     7     7     4   159   179     4     4   -99       9
*Blink                   3   -99     7     7   -99   -99   241   -99   -99   -99     -99
tissues                  3     4     7     7    12   161    97     0     0   -99       1
produce                  3     4     7     7     2   159    81     2     2    10       9
produce                  3     4     7     7     2   159   146     2     2     0       9
tissues                  3     4     7     7    13   161   209     1     1   -11       1
body                     3     4     4     4    25   163   299     1     1   -12      12
repair.                  3     4     7     6    30   164   286     1     1    -5       1
courts,                  3     4     7     6    45   166   396     0     0   -15       3
courts,                  3     4     7     6    49   166   164     4     4    -4       3
too,                     3     4     4     3    57   167   192     4     4    -8      56
had                      3     4     3     3    66   169   214     3     3    -9     130
have                     3     4     4     4    60   168   269     2     2     6     361
their                    3     4     5     5    67   170   172     0     0    -7     225
say.                     3     4     4     3    73   171   178     0     0    -6      49
Pro-Life                 3     5     8     8     4   173   410     0     0   -99     -99
Alliance                 3     5     8     8    16   174   348     3     3   -12       3
claimed                  3     5     7     7    22   175   149     0     0    -6       6
claimed                  3     5     7     7    28   175   437     6     6    -6       6
case                     3     5     4     4    36   178   197     1     1    -8      26
last                     3     5     4     4    44   179   250     4     4    -8      73
case                     3     5     4     4    39   178   180     4     4     5      26
there                    3     5     5     5    55   182   315     0     0   -16     189
was                      3     5     3     3    63   183   133     2     2    -8     383
nothing                  3     5     7     7    70   184   478     5     5    -7      14
*Off-screen              4   -99     7     7   -99   -99   125   -99   -99   -99     -99
British                  4     1     7     7     4   186   175     4     4   -99      77
law                      4     1     3     3    10   187   210     2     2    -6       8
stop                     4     1     4     4    18   189   219     3     3    -8      10
scientists               4     1    10    10    25   190   299     5     5    -7       6
from                     4     1     4     4    35   191   215     4     4   -10     248
to                       4     1     2     2    44   193   176     1     1    -9    1597
create                   4     1     6     6    49   194   163     3     3    -5       6
cloned                   4     1     6     6    56   195   343     3     3    -7       3
beings                   4     1     6     6    66   197   141     0     0   -10       4
cloned                   4     1     6     6    59   195   206     6     6     7       3
beings                   4     1     6     6    72   197   274     6     6   -13       4
laboratory               4     2    10    10     4   200   296     4     4   -99       2
because                  4     2     7     7    17   202   389     4     4   -13      78
only                     4     2     4     4    26   204   157     1     1    -9      97
kind                     4     2     4     4    33   205   291     3     3    -7      12
reproduction             4     2    12    12    39   207   419     1     1    -6       1
controlled               4     2    10    10    52   208   312     1     1   -13       1
under                    4     2     5     5    63   209   209     1     1   -11      32
controlled               4     2    10    10    56   208   175     5     5     7       1
the                      4     2     3     3    70   210   226     2     2   -14    3511
*Blink                   4   -99     3     3   -99   -99   232   -99   -99   -99     -99
Fertilisation            4     3    13    13     5   212   255     5     5   -99       2
Embryology               4     3    10    10    21   214   303     3     3   -16       3
Act                      4     3     3     3    31   215   401     2     2   -10      10
was                      4     3     3     3    36   216   257     3     3    -5     383
involving                4     3     9     9    44   218   424     2     2    -8       4
the                      4     3     3     3    54   219   275     2     2   -10    3511
of                       4     3     2     2    63   221   412     1     1    -9    1757
and                      4     3     3     3    73   223   329     2     2   -10    1283
egg,                     4     3     4     3    75   224   288     0     0    -2       1
which                    4     4     5     5     3   225   254     3     3   -99     152
*Blink                   4   -99     5     5   -99   -99    75   -99   -99   -99     -99
not                      4     4     3     3    12   227   243     3     3   -99     277
required                 4     4     8     8    13   228   104     0     0    -1       2
required                 4     4     8     8    17   228   312     4     4    -4       2
cloning.                 4     4     8     7    27   230   312     2     2   -10       6
required                 4     4     8     8    20   228   177     7     7     7       2
judge                    4     4     5     5    38   232   209     0     0   -18       6
judge                    4     4     5     5    42   232   142     4     4    -4       6
agreed                   4     4     6     6    47   233   266     3     3    -5       4
an                       4     4     2     2    56   235   160     1     1    -9     195
and                      4     4     3     3    53   234   214     2     2     3    1283
embarrassed              4     4    11    11    59   236   179     1     1    -6       2
and                      4     4     3     3    53   234   267     2     2     6    1283
embarrassed              4     4    11    11    63   236   148     5     5   -10       2
Government               4     4    10    10    73   237   207     3     3   -10      55
forced                   4     5     6     6     4   239   201     0     0   -99       7
*Blink                   4   -99     6     6   -99   -99    87   -99   -99   -99     -99
rush                     4     5     4     4    18   241    87     4     4   -99       2
rush                     4     5     4     4    16   241   252     2     2     2       2
through                  4     5     7     7    25   242   187     6     6    -9      40
legislation              4     5    11    11    32   243    98     5     5    -7       6
through                  4     5     7     7    22   242   165     3     3    10      40
expressly                4     5     9     9    39   244   159     0     0   -17       1
expressly                4     5     9     9    44   244   160     5     5    -5       1
banning                  4     5     7     7    55   245   430     6     6   -11       1
banning                  4     5     7     7    52   245   107     3     3     3       1
reproductive             4     5    12    12    61   246   229     4     4    -9       1
cloning.                 4     5     8     7    73   247   230     3     3   -12       6
reproductive             4     5    12    12    64   246   288     7     7     9       1
reproductive             4     5    12    12    62   246   203     5     5     2       1
Yesterday's              5     1    11    11     3   248   145     3     3     0     -99
Yesterday's              5     1    11    11     7   248   338     7     7    -4     -99
decision                 5     1     8     8    16   249   246     4     4    -9      11
Yesterday's              5     1    11    11     7   248   195     7     7     9     -99
decision                 5     1     8     8    14   249   111     2     2    -7      11
the                      5     1     3     3    25   251   171     1     1   -11    3511
House                    5     1     5     5    33   252   157     5     5    -8      26
select                   5     1     6     6    45   255   165     2     2   -12       5
committee                5     1     9     9    56   256   106     6     6   -11       8
*Blink                   5   -99     9     9   -99   -99    81   -99   -99   -99     -99
little                   5     1     6     6    68   258   209     3     3   -99      33
little                   5     1     6     6    65   258   271     0     0     3      33
the                      5     1     3     3    76   260   159     1     1   -11    3511
debate                   5     2     6     6     4   261   315     4     4   -99      16
beyond                   5     2     6     6    11   262   260     4     4    -7      11
*Blink                   5   -99     6     6   -99   -99   219   -99   -99   -99     -99
endorsing                5     2     9     9    21   263   203     7     7   -99       1
existing                 5     2     8     8    35   265   404     7     7   -14       7
legislation.             5     2    12    11    46   266   181     9     9   -11       6
co-incidence,            5     2    13    12    59   268   194     6     6   -13       1
co-incidence,            5     2    13    12    55   268   180     2     2     4       1
co-incidence,            5     2    13    12    59   268   125     6     6    -4       1
HFEA                     5     2     4     4    71   270   212     0     0   -12       6
was                      5     2     3     3    76   271   267     0     0    -5     383
*Off-screen              5   -99     3     3   -99   -99   443   -99   -99   -99     -99
yesterday                5     3     9     9     6   272   337     6     6   -99      16
considering              5     3    11    11    15   273   170     5     5    -9       3
yesterday                5     3     9     9     6   272   156     6     6     9      16
the                      5     3     3     3    22   274   165     0     0   -16    3511
first                    5     3     5     5    30   275   395     4     4    -8      87
applications             5     3    12    12    39   276   201     7     7    -9       3
licences                 5     3     8     8    51   278   143     2     2   -12       1
applications             5     3    12    12    40   276   311     8     8    11       3
licences                 5     3     8     8    56   278   169     7     7   -16       1
conduct                  5     3     7     7    66   280   247     5     5   -10       3
embryonic                5     3     9     9    74   281   312     5     5    -8       1
stem-cell                5     4     9     9     5   282    72     5     5   -99     -99
*Blink                   5   -99     9     9   -99   -99    88   -99   -99   -99     -99
research                 5     4     8     8    12   283   243     2     2   -99      22
research                 5     4     8     8    14   283   167     4     4    -2      22
therapeutic              5     4    11    11    29   285   231     6     6   -15       2
therapeutic              5     4    11    11    25   285   533     2     2     4       2
purposes.                5     4     9     8    40   286   209     5     5   -15       1
therapeutic              5     4    11    11    31   285   294     8     8     9       2
coincidence              5     4    11    11    56   288   203     3     3   -25       1
is                       5     4     2     2    67   289    91     2     2   -11     717
*Blink                   5   -99     2     2   -99   -99   113   -99   -99   -99     -99
coincidence              5     4    11    11    60   288   155     7     7   -99       1
coincidence              5     4    11    11    60   288   229     7     7     0       1
coincidence              5     4    11    11    58   288   344     5     5     2       1
coincidence              5     4    11    11    61   288    96     8     8    -3       1
interesting              5     4    11    11    74   290   304     6     6   -13      11
the                      5     5     3     3     5   292   269     1     1   -99    3511
consensus                5     5     9     9    12   293    64     4     4    -7       2
consensus                5     5     9     9    14   293   101     6     6    -2       2
opinion                  5     5     7     7    26   295   245     5     5   -12       5
opinion                  5     5     7     7    23   295   215     2     2     3       5
-                        5     5     1     1    38   298   291     0     0   -15     -99
much                     5     5     4     4    50   301   306     1     1   -12      97
hope                     5     5     4     4    57   303   285     0     0    -7      14
for                      5     5     3     3    65   304   257     3     3    -8     519
hope                     5     5     4     4    59   303   262     2     2     6      14
to                       5     5     2     2    54   302   118     0     0     5    1597
and,                     5     5     4     3    70   305   252     4     4   -16    1283
that                     5     5     4     4    75   307   231     0     0    -5     871
that                     5     5     4     4    79   307   271     4     4    -4     871
obvious                  6     1     7     7     5   308   119     5     5     0      12
loopholes                6     1     9     9    10   309   127     2     2    -5       1
loopholes                6     1     9     9     8   309   186     0     0     2       1
obvious                  6     1     7     7     7   308   158     7     7     1      12
loopholes                6     1     9     9    16   309   186     8     8    -9       1
been                     6     1     4     4    23   311   272     0     0    -7     178
closed,                  6     1     7     6    31   312   184     3     3    -8       7
closed,                  6     1     7     6    34   312   126     6     6    -3       7
little                   6     1     6     6    42   313   245     6     6    -8      33
fear                     6     1     4     4    47   315   188     1     1    -5       9
therapeutic              6     1    11    11    56   317   242     0     0    -9       2
therapeutic              6     1    11    11    60   317   263     4     4    -4       2
cloning.                 6     1     8     7    73   318   208     5     5   -13       6
The                      6     1     3     3    80   319   229     3     3    -7    3511
regulatory               6     2    10    10     5   321   191     0     0   -99       1
regulatory               6     2    10    10    10   321   240     5     5    -5       1
framework                6     2     9     9    22   322   332     6     6   -12       2
among                    6     2     5     5    29   324   225     0     0    -7      14
among                    6     2     5     5    34   324   185     5     5    -5      14
most                     6     2     4     4    43   326   240     4     4    -9      93
sophisticated            6     2    13    13    50   327   149     6     6    -7       3
the                      6     2     3     3    64   329   253     3     3   -14    3511
has                      6     2     3     3    75   332   214     0     0   -11     239
has                      6     2     3     3    77   332   215     2     2    -2     239
*Blink                   6   -99     3     3   -99   -99   132   -99   -99   -99     -99
helped                   6     3     6     6     5   333    80     5     5   -99       8
*Blink                   6   -99     6     6   -99   -99    67   -99   -99   -99     -99
avoid                    6     3     5     5    13   336   243     0     0   -99       3
avoid                    6     3     5     5    14   336    56     1     1    -1       3
the                      6     3     3     3    20   337   133     1     1    -6    3511
chaotic                  6     3     7     7    28   338   219     5     5    -8       2
situation                6     3     9     9    35   339   258     4     4    -7       8
US,                      6     3     3     2    48   342   184     0     0   -13      86
situation                6     3     9     9    39   339   218     8     8     9       8
the                      6     3     3     3    60   344   239     2     2   -21    3511
technique                6     3     9     9    68   345   117     6     6    -8       5
is                       6     3     2     2    74   346    87     2     2    -6     717
banned                   6     4     6     6     4   347   251     4     4   -99       4
federally                6     4     9     9    16   349   211     6     6   -12       1
federally                6     4     9     9    13   349   228     3     3     3       1
*Blink                   6   -99     9     9   -99   -99    73   -99   -99   -99     -99
funded                   6     4     6     6    25   350    79     5     5   -99       2
laboratories             6     4    12    12    27   351   232     0     0    -2       1
laboratories             6     4    12    12    34   351   257     7     7    -7       1
permitted                6     4     9     9    49   353   277     5     5   -15       1
private                  6     4     7     7    65   356   221     4     4   -16      12
the                      6     4     3     3    57   355   113     0     0     8    3511
sector.                  6     4     7     6    73   357   182     4     4   -16       4
*Off-screen              6   -99     7     6   -99   -99   209   -99   -99   -99     -99
*Blink                   6   -99     7     6   -99   -99    59   -99   -99   -99     -99
Scientists               6     5    10    10     1   358   143     1     1   -99       6
should                   6     5     6     6    13   359   220     2     2   -12      88
given                    6     5     5     5    23   361   267     2     2   -10      20
go-ahead.                6     5     9     8    33   363   188     2     2   -10     -99
go-ahead.                6     5     9     8    38   363   113     7     7    -5     -99
the                      6     5     3     3    30   362   239     3     3     8    3511
given                    6     5     5     5    22   361   255     1     1     8      20
talk                     6     5     4     4    50   365   147     2     2   -28       7
Enough                   6     5     6     6    46   364   204     5     5     4      32
research                 6     5     8     8    63   369   267     0     0   -17      22
begin.                   6     5     6     5    73   370   158     1     1   -10       6
the                      6     5     3     3    62   368   354     3     3    11    3511
talk                     6     5     4     4    49   365   124     1     1    13       7
Scientists               6     5    10    10     7   358   243     7     7    42       6
The                      7     1     3     3     3   371   151     3     3     0    3511
ceasefire                7     1     9     9     9   372   363     5     5    -6       4
*Blink                   7   -99     9     9   -99   -99   120   -99   -99   -99     -99
Lanka                    7     1     5     5    24   375   219     3     3   -99       5
Sri                      7     1     3     3    19   374   151     2     2     5       8
a                        7     1     1     1    31   377   176     1     1   -12    1434
of                       7     1     2     2    36   379   193     0     0    -5    1757
ray                      7     1     3     3    32   378   307     0     0     4       1
unexpected               7     1    10    10    42   380   302     3     3   -10       4
optimism.                7     1     9     8    53   381   300     3     3   -11       1
19-year-long             7     1    12    12    66   383   311     2     2   -13     -99
19-year-long             7     1    12    12    76   383   201    12    12   -10     -99
war                      7     1     3     3    79   384   106     2     2    -3      28
between                  7     2     7     7     4   385   230     4     4   -99      42
Lankan                   7     2     6     6    16   388   231     0     0   -12       3
government               7     2    10    10    24   389   275     1     1    -8      55
government               7     2    10    10    33   389   173    10    10    -9      55
Tamil                    7     2     5     5    42   392   272     0     0    -9       3
the                      7     2     3     3    38   391   113     0     0     4    3511
government               7     2    10    10    31   389   148     8     8     7      55
Tamil                    7     2     5     5    45   392    52     3     3   -14       3
*Blink                   7   -99     5     5   -99   -99    70   -99   -99   -99     -99
Tamil                    7     2     5     5    45   392   243     3     3   -99       3
Tamil                    7     2     5     5    47   392   279     5     5    -2       3
Tiger                    7     2     5     5    53   393   189     5     5    -6       1
Tiger                    7     2     5     5    51   393   177     3     3     2       1
Tamil                    7     2     5     5    45   392   305     3     3     6       3
Tiger                    7     2     5     5    48   393    82     0     0    -3       1
guerillas                7     2     9     9    58   394   237     4     4   -10       2
been                     7     2     4     4    71   396   171     3     3   -13     178
parked                   7     2     6     6    77   397   155     4     4    -6       1
the                      7     3     3     3     6   399   412     3     3   -99    3511
been                     7     2     4     4    69   396   177     1     1   -99     178
parked                   7     2     6     6    78   397   144     5     5    -9       1
marked                   7     3     6     6    14   401   198     2     2   -99       3
file                     7     3     4     4    11   400   239     4     4     3       1
'Insoluble               7     3    10     9    27   402   199     8     7   -16       1
'Insoluble               7     3    10     9    25   402   122     6     5     2       1
Conflicts'               7     3    10     9    30   403    80     0     0    -5       2
Conflicts'               7     3    10     9    35   403   237     5     5    -5       2
'Insoluble               7     3    10     9    25   402   268     6     5    10       1
as                       7     3     2     2    46   405   218     1     1   -21     422
as                       7     3     2     2    55   407   173     2     2    -9     422
people                   7     3     6     6    64   409   193     3     3    -9      90
most                     7     3     4     4    57   408   227     1     1     7      93
can                      7     3     3     3    68   410   341     0     0   -11     123
*Off-screen              7   -99     3     3   -99   -99   207   -99   -99   -99     -99
minded                   8     1     6     6     2   439   137     2     2     0       1
minded                   8     1     6     6     6   439   173     6     6    -4       1
terrorist                8     1     9     9    11   440   210     4     4    -5       4
organisations.           8     1    14    13    20   441   248     3     3    -9       1
terrorist                8     1     9     9    14   440   421     7     7     6       4
terrorist                8     1     9     9    13   440   124     6     6     1       4
use                      8     1     3     3    38   443   290     0     0   -25      28
use                      8     1     3     3    41   443   258     3     3    -3      28
cyanide                  8     1     7     7    48   445   264     3     3    -7       1
pills                    8     1     5     5    54   446   423     1     1    -6       1
ensure                   8     1     6     6    63   448   201     1     1    -9       5
their                    8     1     5     5    71   449   139     2     2    -8     225
members                  8     2     7     7     4   450   208     4     4   -99      12
not                      8     2     3     3    15   452   176     2     2   -11     277
taken                    8     2     5     5    21   453   202     4     4    -6      21
not                      8     2     3     3    13   452   175     0     0     8     277
alive.                   8     2     6     5    26   454   202     3     3   -13       4
taken                    8     2     5     5    21   453   226     4     4     5      21
early                    8     2     5     5    36   456    62     0     0   -15      18
*Blink                   8   -99     5     5   -99   -99    91   -99   -99   -99     -99
early                    8     2     5     5    41   456   243     5     5   -99      18
early                    8     2     5     5    38   456   186     2     2     3      18
use                      8     2     3     3    44   457   218     2     2    -6      28
suicide                  8     2     7     7    52   459   280     3     3    -8       1
bombing,                 8     2     8     7    60   460   313     3     3    -8       3
including                8     2     9     9    72   461   512     6     6   -12       8
*Off-screen              8   -99     9     9   -99   -99   264   -99   -99   -99     -99
*Off-screen              8   -99     9     9   -99   -99   457   -99   -99   -99     -99
*Off-screen              8   -99     9     9   -99   -99   341   -99   -99   -99     -99
*Off-screen              8   -99     9     9   -99   -99   173   -99   -99   -99     -99
*Off-screen              8   -99     9     9   -99   -99   280   -99   -99   -99     -99
*Off-screen              8   -99     9     9   -99   -99   270   -99   -99   -99     -99
*Off-screen              8   -99     9     9   -99   -99    97   -99   -99   -99     -99
*Off-screen              8   -99     9     9   -99   -99   162   -99   -99   -99     -99
1991.                    8     3     5     4    63   472    55     2     2   -99     -99
1991.                    8     3     5     4    62   472   166     1     1     1     -99
minister,                8     3     9     8    53   470   216     5     5     9      24
prime                    8     3     5     5    45   469   176     3     3     8      19
Indian                   8     3     6     6    36   468   180     1     1     9       2
prime                    8     3     5     5    47   469   155     5     5   -11      19
The                      8     3     3     3    68   473   164     1     1   -21    3511
organisations.           8     1    14    13    20   441   218     3     3   -99       1
terrorist                8     1     9     9    13   440   318     6     6     7       4
organisations.           8     1    14    13    18   441   238     1     1    -5       1
of                       8     1     2     2    44   444   163     2     2   -26    1757
cyanide                  8     1     7     7    51   445   144     6     6    -7       1
ensure                   8     1     6     6    66   448   257     4     4   -15       5
their                    8     1     5     5    73   449    90     4     4    -7     225
members                  8     2     7     7     6   450   242     6     6   -99      12
taken                    8     2     5     5    22   453   218     5     5   -16      21
bombing,                 8     2     8     7    62   460   160     5     5   -40       3
including                8     2     9     9    70   461    52     4     4    -8       8
*Blink                   8   -99     9     9   -99   -99    96   -99   -99   -99     -99
*Off-screen              8   -99     9     9   -99   -99   360   -99   -99   -99     -99
*Off-screen              8   -99     9     9   -99   -99   112   -99   -99   -99     -99
forgotten                9     1     9     9     2   501   149     2     2     0       5
forgotten                9     1     9     9     6   501   197     6     6    -4       5
*Blink                   9   -99     9     9   -99   -99   107   -99   -99   -99     -99
war.                     9     1     4     3    12   502   269     2     2   -99      28
forgotten                9     1     9     9     7   501   143     7     7     5       5
of                       9     1     2     2    20   504   255     0     0   -13    1757
world's                  9     1     7     7    31   506   213     4     4   -11       2
media,                   9     1     6     5    40   507   296     5     5    -9      12
