WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Iraq?                    1     4     5     4    73    57   203     2     2    33       4
That                   -99     0     0     0     0    58     0     0     0     0       0
something                1     5     9     9     5    59   186     0     0    34      29
ought                  -99     0     0     0     0    60     0     0     0     0       0
to                     -99     0     0     0     0    61     0     0     0     0       0
be                       1     5     2     2    24    62   210     0     0    35     423
done                   -99     0     0     0     0    63     0     0     0     0       0
about                    1     5     5     5    33    64   208     1     1    36     164
Iraq                   -99     0     0     0     0    65     0     0     0     0       0
should                   1     5     6     6    44    66   176     1     1    37      88
not                    -99     0     0     0     0    67     0     0     0     0       0
be                     -99     0     0     0     0    68     0     0     0     0       0
in                       1     5     2     2    57    69   321     0     0    38    1091
doubt.                   1     5     6     5    63    70   187     3     3    39       6
The                    -99     0     0     0     0    71     0     0     0     0       0
question                 1     5     8     8    74    72   438     3     3    40      12
is                     -99     0     0     0     0    73     0     0     0     0       0
whether                  2     1     7     7     6    74   216     3     3    41      37
the                    -99     0     0     0     0    75     0     0     0     0       0
US                       2     1     2     2    15    76   159     0     0    42      86
is                     -99     0     0     0     0    77     0     0     0     0       0
going                  -99     0     0     0     0    78     0     0     0     0       0
to                       2     1     2     2    27    79   175     0     0    43    1597
act                    -99     0     0     0     0    80     0     0     0     0       0
against                  2     1     7     7    38    81   181     4     4    44      36
against                  2     1     7     7    37    81   226     3     3    49      36
its                      2     1     3     3    44    82   104     2     2    48     152
enemies                  2     1     7     7    52    83   192     6     6    45       6
in                     -99     0     0     0     0    84     0     0     0     0       0
a                      -99     0     0     0     0    85     0     0     0     0       0
way                    -99     0     0     0     0    86     0     0     0     0       0
that                     2     1     4     4    64    87   184     1     1    46     871
creates                  2     1     7     7    72    88   139     4     4    50       3
even                     2     1     4     4    78    89   169     2     2    47      84
more                     2     2     4     4     1    90   164     1     1    52     168
enemies.               -99     0     0     0     0    91     0     0     0     0       0
The                    -99     0     0     0     0    92     0     0     0     0       0
next                     2     2     4     4    22    93   283     4     4    53      35
question               -99     0     0     0     0    94     0     0     0     0       0
is                     -99     0     0     0     0    95     0     0     0     0       0
whether                  2     2     7     7    35    96   192     0     0    54      37
Britain                  2     2     7     7    46    97   187     3     3    55      26
is                     -99     0     0     0     0    98     0     0     0     0       0
going                    2     2     5     5    58    99   202     4     4    57      39
to                     -99     0     0     0     0   100     0     0     0     0       0
support                -99     0     0     0     0   101     0     0     0     0       0
whatever                 2     2     8     8    72   102   162     1     1    58       9
whatever                 2     2     8     8    76   102    99     5     5    59       9
President              -99     0     0     0     0   103     0     0     0     0       0
Bush                   -99     0     0     0     0   104     0     0     0     0       0
does                   -99     0     0     0     0   105     0     0     0     0       0
regardless.              2     3    11    10    21   106   271     1     1    60       5
Saddam                   2     3     6     6    40   107   305     4     4    61       1
Hussein                  2     3     7     7    49   108   207     6     6    62       1
is                     -99     0     0     0     0   109     0     0     0     0       0
still                  -99     0     0     0     0   110     0     0     0     0       0
a                        2     3     1     1    60   111   191     0     0    63    1434
threat                   2     3     6     6    67   112   162     5     5    64       7
to                     -99     0     0     0     0   113     0     0     0     0       0
his                      2     3     3     3    72   114   130     0     0    65     161
neighbours               2     4    10    10     6   115   234     6     6    66       1
and                    -99     0     0     0     0   116     0     0     0     0       0
-                      -99     0     0     0     0   117     0     0     0     0       0
potentially              2     4    11    11    23   118   245     6     6    67       3
-                      -99     0     0     0     0   119     0     0     0     0       0
to                     -99     0     0     0     0   120     0     0     0     0       0
the                    -99     0     0     0     0   121     0     0     0     0       0
US                       2     4     2     2    38   122   252     0     0    68      86
and                    -99     0     0     0     0   123     0     0     0     0       0
its                    -99     0     0     0     0   124     0     0     0     0       0
allies.                  2     4     7     6    49   125   290     0     0    69       3
Even                   -99     0     0     0     0   126     0     0     0     0       0
if                       2     4     2     2    63   127   193     1     1    70     150
the                    -99     0     0     0     0   128     0     0     0     0       0
direct                   2     4     6     6    73   129   172     4     4    71       2
risk                     2     4     4     4    78   130    92     2     2    72      13
to                     -99     0     0     0     0   131     0     0     0     0       0
the                      2     5     3     3     4   132   325     1     1    73    3511
West                   -99     0     0     0     0   133     0     0     0     0       0
from                   -99     0     0     0     0   134     0     0     0     0       0
his                    -99     0     0     0     0   135     0     0     0     0       0
proven                   2     5     6     6    21   136   235     0     0    74       1
wish                   -99     0     0     0     0   137     0     0     0     0       0
to                       2     5     2     2    34   138   203     1     1    75    1597
acquire                -99     0     0     0     0   139     0     0     0     0       0
weapons                  2     5     7     7    44   140   319     0     0    76       4
of                     -99     0     0     0     0   141     0     0     0     0       0
mass                     2     5     4     4    58   142   179     3     3    77       3
destruction              2     5    11    11    67   143   157     7     7    78       3
is                       2     5     2     2    73   144   333     1     1    79     717
small,                   3     1     6     5     1   145   257     1     1    80      14
the                    -99     0     0     0     0   146     0     0     0     0       0
international            3     1    13    13    14   147   216     3     3    81      12
community                3     1     9     9    29   148   220     4     4    82      10
has                    -99     0     0     0     0   149     0     0     0     0       0
a                      -99     0     0     0     0   150     0     0     0     0       0
responsibility           3     1    14    14    44   151   231     3     3    83       9
to                     -99     0     0     0     0   152     0     0     0     0       0
act.                     3     1     4     3    59   153    94     0     0    84      10
As                     -99     0     0     0     0   154     0     0     0     0       0
Mr                     -99     0     0     0     0   155     0     0     0     0       0
Blair                    3     1     5     5    76   156   243     2     2    86      34
Blair                    3     1     5     5    76   156   123     2     2    87      34
accepted                 3     2     8     8     3   157   187     3     3    88       6
yesterday,             -99     0     0     0     0   158     0     0     0     0       0
there                    3     2     5     5    25   159   233     5     5    89     189
is                     -99     0     0     0     0   160     0     0     0     0       0
not                    -99     0     0     0     0   161     0     0     0     0       0
any                    -99     0     0     0     0   162     0     0     0     0       0
evidence                 3     2     8     8    38   163   226     1     1    90       8
linking                  3     2     7     7    50   164   209     4     4    91       1
Iraq                     3     2     4     4    58   165   148     4     4    92       4
with                   -99     0     0     0     0   166     0     0     0     0       0
the                    -99     0     0     0     0   167     0     0     0     0       0
terrorist                3     2     9     9    71   168   182     3     3    93       4
attacks                -99     0     0     0     0   169     0     0     0     0       0
of                     -99     0     0     0     0   170     0     0     0     0       0
11                     -99     0     0     0     0   171     0     0     0     0       0
September.               3     3    10     9    14   172   300     0     0    94       8
The                    -99     0     0     0     0   173     0     0     0     0       0
country                  3     3     7     7    29   174   211     0     0    95      32
must                   -99     0     0     0     0   175     0     0     0     0       0
be                       3     3     2     2    42   176   221     0     0    96     423
treated                  3     3     7     7    51   177   206     6     6    97       7
as                     -99     0     0     0     0   178     0     0     0     0       0
a                      -99     0     0     0     0   179     0     0     0     0       0
problem                  3     3     7     7    63   180   188     5     5    98      24
in                     -99     0     0     0     0   181     0     0     0     0       0
its                    -99     0     0     0     0   182     0     0     0     0       0
own                      3     3     3     3    73   183   158     0     0    99      44
right,                   3     4     6     5     5   184   135     5     5   100      38
and                    -99     0     0     0     0   185     0     0     0     0       0
the                    -99     0     0     0     0   186     0     0     0     0       0
issues                 -99     0     0     0     0   187     0     0     0     0       0
remain                   3     4     6     6    22   188   234     0     0   101       9
much                     3     4     4     4    30   189   193     1     1   102      97
the                    -99     0     0     0     0   190     0     0     0     0       0
same                   -99     0     0     0     0   191     0     0     0     0       0
as                       3     4     2     2    45   192   250     2     2   103     422
they                   -99     0     0     0     0   193     0     0     0     0       0
were                   -99     0     0     0     0   194     0     0     0     0       0
before                   3     4     6     6    57   195   196     1     1   104      50
September                3     4     9     9    67   196   188     4     4   105       8
last                     3     4     4     4    73   197   162     0     0   106      73
year.                  -99     0     0     0     0   198     0     0     0     0       0
The                    -99     0     0     0     0   199     0     0     0     0       0
main                   -99     0     0     0     0   200     0     0     0     0       0
one                      3     5     3     3    16   201   269     1     1   107     176
is                     -99     0     0     0     0   202     0     0     0     0       0
that                   -99     0     0     0     0   203     0     0     0     0       0
of                       3     5     2     2    29   204   197     2     2   108    1757
sanctions.               3     5    10     9    36   205   167     6     6   109       4
To                     -99     0     0     0     0   206     0     0     0     0       0
his                    -99     0     0     0     0   207     0     0     0     0       0
credit,                  3     5     7     6    49   208   253     1     1   110       4
Mr                     -99     0     0     0     0   209     0     0     0     0       0
Blair                    3     5     5     5    60   210   169     1     1   111      34
seems                    3     5     5     5    69   211   165     4     4   112      30
to                       3     5     2     2    72   212   206     1     1   113    1597
realise                  4     1     7     7     4   213   264     4     4   114       6
that                   -99     0     0     0     0   214     0     0     0     0       0
the                    -99     0     0     0     0   215     0     0     0     0       0
present                  4     1     7     7    19   216   247     2     2   115      12
sanctions                4     1     9     9    30   217   263     5     5   116       4
sanctions                4     1     9     9    33   217   138     8     8   120       4
regime                   4     1     6     6    41   218   234     6     6   117       1
regime                   4     1     6     6    38   218   313     3     3   119       1
plays                  -99     0     0     0     0   219     0     0     0     0       0
into                     4     1     4     4    49   220   275     1     1   118      82
Saddam's                 4     1     8     8    60   221   186     7     7   121     -99
hands,                 -99     0     0     0     0   222     0     0     0     0       0
allowing                 4     1     8     8    70   223   178     1     1   122       3
allowing                 4     1     8     8    75   223   115     6     6   123       3
him                    -99     0     0     0     0   224     0     0     0     0       0
to                       4     2     2     2     4   225    65     0     0   124    1597
present                -99     0     0     0     0   226     0     0     0     0       0
the                    -99     0     0     0     0   227     0     0     0     0       0
Iraqi                  -99     0     0     0     0   228     0     0     0     0       0
people                   4     2     6     6    25   229   264     0     0   125      90
as                     -99     0     0     0     0   230     0     0     0     0       0
victims                  4     2     7     7    37   231   235     2     2   126       5
of                     -99     0     0     0     0   232     0     0     0     0       0
brutal                   4     2     6     6    52   233   166     6     6   127       2
US                     -99     0     0     0     0   234     0     0     0     0       0
imperialism.             4     2    12    11    61   235   376     5     5   128       1
The                    -99     0     0     0     0   236     0     0     0     0       0
British                  4     2     7     7    78   237   245     5     5   129      77
attempt                  4     3     7     7     4   238   255     4     4   130       4
at                     -99     0     0     0     0   239     0     0     0     0       0
the                    -99     0     0     0     0   240     0     0     0     0       0
United                 -99     0     0     0     0   241     0     0     0     0       0
Nations                  4     3     7     7    23   242   252     1     1   131       4
last                   -99     0     0     0     0   243     0     0     0     0       0
year                     4     3     4     4    36   244   206     1     1   132      51
to                     -99     0     0     0     0   245     0     0     0     0       0
lift                     4     3     4     4    47   246   229     4     4   133       2
sanctions                4     3     9     9    56   247   157     8     8   134       4
on                     -99     0     0     0     0   248     0     0     0     0       0
food                   -99     0     0     0     0   249     0     0     0     0       0
and                      4     3     3     3    68   250   186     2     2   135    1283
most                   -99     0     0     0     0   251     0     0     0     0       0
trade                    4     3     5     5    76   252   170     1     1   136      10
foundered              -99     0     0     0     0   253     0     0     0     0       0
on                     -99     0     0     0     0   254     0     0     0     0       0
objections               4     4    10    10    18   255   264     5     5   137       2
by                     -99     0     0     0     0   256     0     0     0     0       0
the                      4     4     3     3    30   257   223     3     3   138    3511
Russians               -99     0     0     0     0   258     0     0     0     0       0
to                     -99     0     0     0     0   259     0     0     0     0       0
the                      4     4     3     3    46   260   201     3     3   139    3511
definition               4     4    10    10    52   261   119     5     5   140       4
definition               4     4    10    10    52   261   148     5     5   142       4
of                     -99     0     0     0     0   262     0     0     0     0       0
dual-use                 4     4     8     8    63   263   270     2     2   141     -99
technology.              4     5    11    10     3   264   230     3     3   143      14
But                    -99     0     0     0     0   265     0     0     0     0       0
it                     -99     0     0     0     0   266     0     0     0     0       0
is                       4     5     2     2    20   267   240     1     1   144     717
right                  -99     0     0     0     0   268     0     0     0     0       0
to                     -99     0     0     0     0   269     0     0     0     0       0
pursue                   4     5     6     6    31   270   216     0     0   145       2
a                      -99     0     0     0     0   271     0     0     0     0       0
collective               4     5    10    10    42   272   216     2     2   146       3
collective               4     5    10    10    50   272   105    10    10   148       3
approach,                4     5     9     8    55   273   306     4     4   147      13
through                  4     5     7     7    66   274   200     5     5   149      40
through                  4     5     7     7    67   274   154     6     6   151      40
the                      4     5     3     3    72   275   226     3     3   150    3511
UN                     -99     0     0     0     0   276     0     0     0     0       0
where                    5     1     5     5     1   277   211     1     1   152      58
possible.                5     1     9     8    10   278   149     4     4   153      18
The                    -99     0     0     0     0   279     0     0     0     0       0
legitimacy               5     1    10    10    26   280   301     6     6   154       2
of                     -99     0     0     0     0   281     0     0     0     0       0
the                    -99     0     0     0     0   282     0     0     0     0       0
aerial                   5     1     6     6    42   283   287     4     4   155       1
harassment               5     1    10    10    52   284   200     7     7   156       1
of                     -99     0     0     0     0   285     0     0     0     0       0
Iraq                   -99     0     0     0     0   286     0     0     0     0       0
over                     5     1     4     4    66   287   173     2     2   157      76
the                    -99     0     0     0     0   288     0     0     0     0       0
past                     5     1     4     4    75   289   333     2     2   158      27
few                    -99     0     0     0     0   290     0     0     0     0       0
years                  -99     0     0     0     0   291     0     0     0     0       0
has                    -99     0     0     0     0   292     0     0     0     0       0
been                   -99     0     0     0     0   293     0     0     0     0       0
weakened                 5     2     8     8    26   294   235     7     7   159       2
by                     -99     0     0     0     0   295     0     0     0     0       0
the                    -99     0     0     0     0   296     0     0     0     0       0
fact                   -99     0     0     0     0   297     0     0     0     0       0
that                     5     2     4     4    40   298   182     0     0   160     871
it                     -99     0     0     0     0   299     0     0     0     0       0
has                    -99     0     0     0     0   300     0     0     0     0       0
been                     5     2     4     4    52   301   159     0     0   161     178
a                      -99     0     0     0     0   302     0     0     0     0       0
purely                   5     2     6     6    63   303   175     4     4   162       2
US-British               5     2    10    10    71   304   180     5     5   163     -99
operation.             -99     0     0     0     0   305     0     0     0     0       0
The                    -99     0     0     0     0   306     0     0     0     0       0
next                     5     3     4     4    23   307   210     4     4   164      35
phase                    5     3     5     5    25   308   247     1     1   168       4
of                     -99     0     0     0     0   309     0     0     0     0       0
the                      5     3     3     3    34   310   185     1     1   165    3511
campaign                 5     3     8     8    43   311   269     6     6   166       7
against                  5     3     7     7    52   312   172     6     6   171      36
various                  5     3     7     7    55   313   196     1     1   167       8
forms                    5     3     5     5    62   314   227     0     0   170       4
of                     -99     0     0     0     0   315     0     0     0     0       0
international            5     4    13    13     7   316   103     7     7   172      12
terrorism                5     4     9     9    22   317   189     8     8   173       5
ought                  -99     0     0     0     0   318     0     0     0     0       0
to                     -99     0     0     0     0   319     0     0     0     0       0
be                       5     4     2     2    33   320   170     0     0   174     423
conducted              -99     0     0     0     0   321     0     0     0     0       0
through                  5     4     7     7    46   322   167     0     0   175      40
diplomacy,               5     4    10     9    61   323   254     7     7   176       1
renewing                 5     4     8     8    72   324   162     7     7   177       2
the                      5     4     3     3    75   325    75     1     1   178    3511
global                   5     5     6     6     5   326   269     5     5   179       4
coalition              -99     0     0     0     0   327     0     0     0     0       0
-                      -99     0     0     0     0   328     0     0     0     0       0
about                  -99     0     0     0     0   329     0     0     0     0       0
which                    5     5     5     5    25   330   107     0     0   180     152
Mr                     -99     0     0     0     0   331     0     0     0     0       0
Bush                   -99     0     0     0     0   332     0     0     0     0       0
seems                  -99     0     0     0     0   333     0     0     0     0       0
to                     -99     0     0     0     0   334     0     0     0     0       0
have                   -99     0     0     0     0   335     0     0     0     0       0
forgotten                5     5     9     9    61   336   200     8     8   181       5
already                  5     5     7     7    70   337   351     7     7   182      24
-                      -99     0     0     0     0   338     0     0     0     0       0
and                    -99     0     0     0     0   339     0     0     0     0       0
working                  6     1     7     7     4   340   244     4     4   187      22
for                    -99     0     0     0     0   341     0     0     0     0       0
treaties                 6     1     8     8    15   342   236     3     3   188       1
to                     -99     0     0     0     0   343     0     0     0     0       0
restrain                 6     1     8     8    32   344   267     8     8   189       1
the                    -99     0     0     0     0   345     0     0     0     0       0
proliferation            6     1    13    13    44   346   263     7     7   190       1
of                     -99     0     0     0     0   347     0     0     0     0       0
nuclear,                 6     1     8     7    57   348   269     3     3   191       1
biological               6     1    10    10    68   349   176     5     5   192       2
and                      6     1     3     3    74   350    73     0     0   193    1283
chemical               -99     0     0     0     0   351     0     0     0     0       0
weapons.               -99     0     0     0     0   352     0     0     0     0       0
Instead,                 6     2     8     7    26   353   234     8     8   194      19
the                    -99     0     0     0     0   354     0     0     0     0       0
President                6     2     9     9    38   355   256     7     7   195       7
seems                  -99     0     0     0     0   356     0     0     0     0       0
determined               6     2    10    10    52   357   338     5     5   196       3
to                     -99     0     0     0     0   358     0     0     0     0       0
pursue                 -99     0     0     0     0   359     0     0     0     0       0
the                      6     2     3     3    68   360   165     0     0   197    3511
short-                   6     2     6     6    76   361   138     4     4   198      11
sighted                -99     0     0     0     0   362     0     0     0     0       0
and                    -99     0     0     0     0   363     0     0     0     0       0
negative                 6     3     8     8    17   364   277     5     5   199       2
policy                 -99     0     0     0     0   365     0     0     0     0       0
of                       6     3     2     2    29   366   198     1     1   200    1757
asserting                6     3     9     9    39   367   188     8     8   201       1
US                     -99     0     0     0     0   368     0     0     0     0       0
might,                   6     3     6     5    50   369    72     6     6   202      56
which                  -99     0     0     0     0   370     0     0     0     0       0
will                     6     3     4     4    59   371   243     2     2   204     210
will                     6     3     4     4    59   371    65     2     2   205     210
provoke                -99     0     0     0     0   372     0     0     0     0       0
resentment               6     3    10    10    70   373   145     0     0   206       2
resentment               6     3    10    10    74   373   146     4     4   207       2
and                    -99     0     0     0     0   374     0     0     0     0       0
breed                    6     4     5     5     9   375   115     5     5   210       3
more                     6     4     4     4    11   376   212     1     1   209     168
terrorism.               6     4    10     9    22   377   277     7     7   208       5
Mr                     -99     0     0     0     0   378     0     0     0     0       0
Blair                  -99     0     0     0     0   379     0     0     0     0       0
should                   6     4     6     6    36   380   231     1     1   211      88
not                    -99     0     0     0     0   381     0     0     0     0       0
be                     -99     0     0     0     0   382     0     0     0     0       0
seduced                  6     4     7     7    52   383   401     3     3   212       2
by                     -99     0     0     0     0   384     0     0     0     0       0
the                    -99     0     0     0     0   385     0     0     0     0       0
collaborationist         6     4    16    16    68   386   188     4     4   213       1
collaborationist         6     4    16    16    73   386   168     9     9   214       1
argument               -99     0     0     0     0   387     0     0     0     0       0
that                   -99     0     0     0     0   388     0     0     0     0       0
he                     -99     0     0     0     0   389     0     0     0     0       0
will                   -99     0     0     0     0   390     0     0     0     0       0
have                     6     5     4     4    22   391   199     0     0   215     361
greater                  6     5     7     7    33   392   187     6     6   216       7
influence                6     5     9     9    43   393   199     8     8   217       5
over                   -99     0     0     0     0   394     0     0     0     0       0
US                     -99     0     0     0     0   395     0     0     0     0       0
policy                   6     5     6     6    53   396   196     0     0   218      23
if                     -99     0     0     0     0   397     0     0     0     0       0
he                       6     5     2     2    65   398    82     2     2   220     265
expresses                6     5     9     9    68   399   185     2     2   219       1
expresses                6     5     9     9    72   399   329     6     6   221       1
doubts                   7     1     6     6     5   400   161     5     5   223       2
in                     -99     0     0     0     0   401     0     0     0     0       0
private.                 7     1     8     7    14   402   206     4     4   224      12
He                     -99     0     0     0     0   403     0     0     0     0       0
should                   7     1     6     6    26   404   218     4     4   225      88
say,                   -99     0     0     0     0   405     0     0     0     0       0
loud                   -99     0     0     0     0   406     0     0     0     0       0
and                      7     1     3     3    41   407   185     2     2   226    1283
clear,                   7     1     6     5    48   408   204     5     5   227      15
that                   -99     0     0     0     0   409     0     0     0     0       0
US                       7     1     2     2    57   410   224     2     2   228      86
policy                   7     1     6     6    62   411   189     4     4   229      23
is                     -99     0     0     0     0   412     0     0     0     0       0
in                       7     1     2     2    68   413   156     0     0   232    1091
danger                   7     1     6     6    74   414   234     3     3   230       4
of                       7     1     2     2    79   415   216     1     1   231    1757
becoming                 7     2     8     8     5   416   213     5     5   233       5
counterproductive.       7     2    18    17    15   417   227     6     6   234       1
Trouble                  8     1     7     7     6   418   230     6     6   237       7
at                     -99     0     0     0     0   419     0     0     0     0       0
bank.                    8     1     5     4    14   420   149     3     3   238      12
An                     -99     0     0     0     0   421     0     0     0     0       0
abandoned                8     1     9     9    25   422   313     5     5   239       4
flip                   -99     0     0     0     0   423     0     0     0     0       0
chart                    8     1     5     5    38   424   236     3     3   240       1
chart                    8     1     5     5    36   424   126     1     1   241       1
in                     -99     0     0     0     0   425     0     0     0     0       0
the                    -99     0     0     0     0   426     0     0     0     0       0
foyer                    8     1     5     5    52   427   198     4     4   242       1
of                     -99     0     0     0     0   428     0     0     0     0       0
a                      -99     0     0     0     0   429     0     0     0     0       0
Manchester               8     1    10    10    62   430   252     3     3   243       5
branch                   8     1     6     6    75   431   133     5     5   244       3
of                     -99     0     0     0     0   432     0     0     0     0       0
the                    -99     0     0     0     0   433     0     0     0     0       0
Halifax                -99     0     0     0     0   434     0     0     0     0       0
reveals                -99     0     0     0     0   435     0     0     0     0       0
an                     -99     0     0     0     0   436     0     0     0     0       0
innovative               8     2    10    10    23   437   199     0     0   245       3
policy                   8     2     6     6    37   438   292     3     3   246      23
unusual                  8     2     7     7    48   439   228     7     7   247       3
even                   -99     0     0     0     0   440     0     0     0     0       0
in                     -99     0     0     0     0   441     0     0     0     0       0
the                    -99     0     0     0     0   442     0     0     0     0       0
creative                 8     2     8     8    61   443   274     0     0   248       3
world                    8     2     5     5    70   444   141     0     0   249      60
of                       8     2     2     2    76   445    63     0     0   250    1757
finance:               -99     0     0     0     0   446     0     0     0     0       0
they                   -99     0     0     0     0   447     0     0     0     0       0
don't                  -99     0     0     0     0   448     0     0     0     0       0
want                     8     3     4     4    21   449   209     1     1   251      40
customers.               8     3    10     9    29   450   300     4     4   252       4
Specifically,            8     3    13    12    43   451   232     7     7   253       1
they                   -99     0     0     0     0   452     0     0     0     0       0
don't                    8     3     5     5    57   453   220     2     2   254     -99
want                   -99     0     0     0     0   454     0     0     0     0       0
new                      8     3     3     3    66   455   212     0     0   255      93
businesses,            -99     0     0     0     0   456     0     0     0     0       0
businesses               8     4    10    10    20   457   250     8     8   256       3
that                   -99     0     0     0     0   458     0     0     0     0       0
deal                     8     4     4     4    32   459    80     4     4   257      17
in                     -99     0     0     0     0   460     0     0     0     0       0
coinage:                 8     4     8     7    42   461   243     6     6   259       2
coinage:                 8     4     8     7    42   461   141     6     6   260       2
taxi-drivers,            8     4    13    12    50   462   230     5     5   261     -99
window-cleaners,         8     4    16    15    64   463   188     5     5   262     -99
window-cleaners,         8     4    16    15    70   463   160    11    11   263     -99
market-traders           8     5    14    14    13   464   164    13    13   264     -99
market-traders           8     5    14    14     7   464   174     7     7   265     -99
and                    -99     0     0     0     0   465     0     0     0     0       0
shopkeepers.             8     5    12    11    30   466   156    11    11   266       2
Napoleon                 8     5     8     8    40   467   188     8     8   267       2
would                  -99     0     0     0     0   468     0     0     0     0       0
surely                   8     5     6     6    52   469   222     5     5   268       7
have                   -99     0     0     0     0   470     0     0     0     0       0
approved.                8     5     9     8    63   471   221     4     4   269       2
The                      8     5     3     3    76   472   604     3     3   270    3511
company                  9     1     7     7     1   473   232     1     1   271      17
might                    9     1     5     5    13   474   169     5     5   272      56
protest                -99     0     0     0     0   475     0     0     0     0       0
that                     9     1     4     4    22   476   175     0     0   273     871
this                   -99     0     0     0     0   477     0     0     0     0       0
disinclination           9     1    14    14    33   478   248     1     1   274       1
is                     -99     0     0     0     0   479     0     0     0     0       0
limited                  9     1     7     7    55   480   125     5     5   275       3
